"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Uganda","UGA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","92285115.3039832","95562893.081761","96302935.0104822","123258909.853249","136049266.247379","215546218.487395","234453781.512605","235994397.759104","234733893.557423","237815126.05042","253501400.560224","339635854.341737","250280112.044818","223949579.831933","315977175.463623","257555555.555556","235100000","229000000","456521739.130435","375000000","324000000","295000000","381500000","305666666.666667","517947171.112164","528243192.691619","597833096.865729","1131226280.53605","1157116666.66667","954685725.673411","833711393.298546","728713332.084508","694106667.424356","682002410.011884","762125448.533135","1199003481.82985","1415906250.06171","1303961976.51791","1343623399.24455","1426046616.95701","1368560402.24846","1390734598.68552","1548626997.46546","1596784201.20995","1807481101.18727","2236745637.83951","2819509192.31688","3694279138.37478","4553373857.00284","5355605596.92873","5770920612.95059","6843479226.02393","7655863118.98951","7527094648.59564","7681646576.91506","7919426123.38764","6896229882.83037","6588731553.32276","",
"Ukraine","UKR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26582969177.8267","23394555714.5219","18548654269.3691","16259872205.0955","17193933995.2339","20260561600.8117","24182362970.0631","21479093118.519","21890744282.4839","18496426718.8071","15236999993.931","17948311379.5465","19550082835.3903","20538054293.5456","26431263712.5659","34689415303.6285","41678927546.9784","50931089108.9109","68937623762.3763","94431006986.6343","53817383714.9605","69484601038.3588","92063607610.8238","99091978475.7853","95674965594.8955","69553702878.0065","50257224864.6125","52487153295.527","62367746253.2805","",
"Upper middle income","UMC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","25157164165.6499","23399830879.138","21619078747.779","25868188545.3678","26969266836.6277","29338260950.2361","31819923030.2328","33677165448.2622","37019440884.9945","40062591469.7358","46298675657.8363","52254189163.0496","59997032395.1999","83322944999.4059","137492712969.141","164195567647.109","170502107525.653","194257119761.4","204961839783.371","244371987708.041","329566295177.26","371855311754.391","351044214794.706","316219189696.343","324300040832.469","332325528100.146","319756884207.938","336599892938.706","421204485942.892","460620883269.365","485363221432.573","489561660197.487","704917648653.872","675111154969.55","692046241803.562","812165778721.931","858835249662.186","914878138582.497","855109876997.588","854490716589.657","1039417442737.88","1057776985067.99","1140081803860.35","1366694471209.78","1773616958628.76","2104580282188.11","2451061022556.21","2971415149364.59","3604727449184.67","2972433208939.18","3782115408752.88","4687500334648.45","5012428400850.5","5304292258140.2","5392982902705.43","4647430349553.61","4461434247812.43","5028672559239.17","",
"Uruguay","URY","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","231322823.851953","228591524.529629","246804759.806082","185026101.896518","224109459.77825","216973529.229434","207824210.407168","210552390.388903","194518964.520776","243145161.290323","325000000","320967741.935484","326095556.736106","376829753.450676","690867043.60256","717496410.728902","736320968.962907","932323577.960131","1038744349.05609","1520043172.46148","2096775971.34197","2102647012.49849","1587087553.14618","1204335608.18948","1036761114.48063","998457827.513939","1191819538.54484","1414997206.48096","1456742945.76411","1493668481.49806","1682750453.19287","2001525003.7171","2527407101.29595","2934254649.71708","3561686789.98394","3686020003.1501","4074070222.53443","4853541443.36885","4879202007.27662","4386374776.22076","4568220536.21607","4076278036.80429","2640666128.80463","2930314108.76786","4018907625.47119","4943843928.98287","6201611243.11481","7051255251.16101","10629714472.5599","8325301054.59057","10214550353.2028","12865868987.5843","14939224926.8855","15167942860.9093","14620918050.4173","12173386048.4349","10475710807.4238","10349478057.723","",
"United States","USA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","22800000000","22700000000","25000000000","26100000000","28100000000","31500000000","37100000000","39900000000","46600000000","50500000000","55760000000","62342000000","74216000000","91159000000","127465000000","122729000000","151146000000","182443000000","212251000000","252675000000","293829000000","317759000000","303183000000","328638000000","405107000000","417228000000","452867000000","508714000000","553993000000","591032000000","629729000000","623547000000","667793000000","719974000000","813425000000","902571000000","963966000000","1055776000000","1115690000000","1248611000000","1472630000000","1395396000000","1428973000000","1543934000000","1800677000000","2030086000000","2247263000000","2383167000000","2565009000000","1983178000000","2364992000000","2686366000000","2763844100000","2768613000000","2883157000000","2788958000000","2735805000000","","",
"Uzbekistan","UZB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4436573584.90566","3425539796.78239","3149229781.7715","2668346083.94269","3089918748.11917","2715882345.29212","3265492000.74124","4187143838.30455","4537802576.95833","5365211006.46474","7751706398.20179","11400016681.832","11457877212.3743","11027973807.7839","14159103393.3866","16833424703.9275","17816615751.79","19831932144.4633","19889508915.5332","21863496501.1382","19236190329.0652","",
"St. Vincent and the Grenadines","VCT","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","31840740.7407407","38481481.4814815","51925925.9259259","63303703.7037037","66214814.8148148","75818518.5185185","80544444.4444444","85792592.5925926","88859259.2592593","102374074.074074","113807407.407407","136285185.185185","161903703.703704","152266666.666667","154870370.37037","161688888.888889","162922222.222222","170070370.37037","174511111.111111","186288888.888889","228948148.148148","249014814.814815","239970370.37037","200470370.37037","209458888.888889","214818888.888889","241392481.481481","272195888.888889","291193481.481481","325853296.296296","402115666.666667","430817222.222222","388043629.62963","389177000","376618777.777778","401395740.740741","421367241.33613","444118518.518519","409874074.074074","447144444.444444","433712345.679011","",
"Venezuela, RB","VEN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","1411787878.78788","1387242424.24242","1512393939.39394","1480818181.81818","1456909090.90909","1612822222.22222","1505288888.88889","1612822222.22222","1956888888.88889","2042888888.88889","2171911111.11111","2463204545.45455","2793090909.09091","3263139534.88372","4838441860.46512","6863837209.30233","9069255813.95349","12692465116.2791","14650348837.2093","13727674418.6047","14627837209.3023","16518209302.3256","18971186046.5116","8799209302.32558","10533142857.1429","10466520000","11902567901.2346","10598117241.3793","15910262068.9655","8882178674.35159","9492174840.08529","13572165492.9577","16897191520.4678","15798850220.2643","12606010774.4108","16341607466.0633","14558793913.2519","18873581661.8911","20712918188.4587","18770922899.125","21217701470.5882","23850295702.6392","16852884830.7348","13984394467.9791","21556303600.6979","29783973585.9891","40634711690.7312","57748932929.6693","66373413223.9112","67439626970.0643","69227358957.5036","62331506073.252","92395390156.9021","109494012521.889","151446288628.624","","","","",
"British Virgin Islands","VGB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4399000000","5935000000","7870000000","10592000000","11965000000","12608000000","18172000000","10595000000","12365000000","14271000000","3114000000","2755000000","3029000000","1549000000","","","",
"Vietnam","VNM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","4370865661.2733","5424365692.09743","3814891103.64408","2143191577.09241","2930215540.32873","3463880947.3536","3831479524.70087","4941471554.06091","7078095299.82855","8690196941.36229","12781756977.5758","13755189203.8241","14190608828.5499","15151041598.8648","17922825684.091","18595918510.0431","21724925553.8467","26759132851.7511","33292010669.3764","38623129914.0376","46856276474.358","65095862341.9564","83250410219.4482","76433848992.6973","92994667514.9521","113207523251.137","119241741885.923","139491323458.917","154791469642.519","171961718750.27","186929284269.732","221074690783.384","",
"Vanuatu","VUT","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","47384759.5618813","40227266.4131351","44455761.4751372","73724455.0669216","84369646.2763277","85455334.2387204","76926668.9080653","84060847.1629236","89297684.4847069","90880887.9543613","115539039.808645","109142191.977077","108420347.114435","103889588.011285","117683948.284008","124858399.265014","130237470.797268","128980754.293605","137573274.256475","144334689.134224","130503991.113262","128488602.150538","129692675.844461","151862848.762411","193836658.019501","216401912.018586","212073665.410951","250884685.784015","350296346.149671","343327012.726155","369596040.691063","395801013.086068","397409256.510592","411285929.608377","402516902.454577","","","","",
"World","WLD","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","157761611236.105","163765559192.034","171239443314.265","188727929796.353","208348002423.973","225723051208.106","250850074368.127","268488428992.557","296001158308.033","333970460614.392","382870944058.981","425723273730.917","502325990548.547","682115855574.405","974261285422.721","1028964291524.94","1158993225274.07","1328234816507.2","1531939277198.85","1938039046434.21","2356137320093.29","2365134902427.75","2254650231456.56","2199040127570.54","2316722864008.09","2350786102905.39","2610324435527.28","3060972596930.31","3529210374067.67","3838321970953.2","4369203489289.33","4471152384527.05","4955875913828.5","4801014865121.24","5307719959772.38","6296906032113.35","6603807469023.14","6819306345857.62","6768221410036.03","7052761724286.78","7901047706126.53","7685146335046.58","7983800217271.82","9263200190994.6","11229833752644.8","12761791875940","14563985555739.1","16875806754871.3","19361549997895.9","15527415125789.1","18405652233839.5","21849699019419.1","22153632055150.5","22755993720892.2","23268806386663.9","20766504423931.5","20408027141120.8","22478542992431.4","",
"Samoa","WSM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","151439154.071269","150629637.410155","177223297.991462","225957297.059471","265632225.588069","299083525.090433","307028461.508202","289095850.899382","345937127.43321","395919813.379409","436751140.373751","397646423.954571","421521241.95505","391421695.508849","391868577.279871","390418777.571528","",
